dwc:stateProvince	dwc:countryCode	dwc:collectionID	dwc:decimalLongitude	dwc:recordedBy	idigbio:uuid	dwc:month	commonname	dwc:collectionCode	dwc:day	taxonid	dwc:decimalLatitude	dwc:occurrenceID	dwc:basisOfRecord	dwc:institutionID	dwc:institutionCode	dwc:year	dwc:scientificName	dwc:continent	dwc:catalogNumber
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh	92fa0094-ab44-40ba-8c69-574aedf0dbb9	6			14	3032681		e9c88054-82b7-4acc-b15e-7373a9957bc2	PreservedSpecimen		WIS	1956	Heuchera richardsonii	north america	v0163314WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Zirbel, Victoria	dff2032f-3774-4fc9-be4b-5f92d0cddee0	6			9	3032681		1f7bf48b-e36e-4931-aabc-9fe87a8f7761	PreservedSpecimen		WIS	1987	Heuchera richardsonii	north america	v0163331WIS
North Dakota		28be2df2-5062-4277-a5d8-fdd890b9b10b		J. F. Brenckle	4df0708b-43c6-457c-a5da-691827b8def9	6				3032681		a1d4b568-72cb-433f-bce7-458eb8ebe697	PreservedSpecimen		IND	1910	Heuchera richardsonii	north america	IND-0046565
KANSAS		f5306a80-6eea-437a-b681-f1140a6d86f7		S. Young	c51f47ae-56c9-4c66-92bb-7822a8651f06	5			14	3032681		519042ff-e003-4916-94f1-c5fc6ec31576	PreservedSpecimen		KSP	2014	Heuchera richardsonii	north america	
South Dakota		http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261		H. Hayward	e4b0f110-e2a9-4ae2-abdf-532c8bd2d0fd	7		MIL	22	3032681		a836e735-1611-4329-ab20-9f3ed455568e	PreservedSpecimen	http://grbio.org/cool/7hds-psx6	MPM	1927	Heuchera richardsonii	North America	B61687
South Dakota		http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261		H. Hayward	3b9f18a2-ba97-49b9-90f0-1c4d83f8538d	8		MIL	5	3032681		f997ae03-a67c-45ba-9b9c-e0c672538ec1	PreservedSpecimen	http://grbio.org/cool/7hds-psx6	MPM	1927	Heuchera richardsonii	North America	B61688
Indiana				Ray C. Friesner	9f53404d-7d3d-4126-803f-57a15d03a745	05	prairie alumroot; richardson's alumroot	Herb	29	3032681		438C2F88-3263-42A6-A509-E488F2CAA1BF	PreservedSpecimen	urn:lsid:biocol.org:col:15725	BUT	1937	Heuchera richardsonii R. Br.	north america	38641
Iowa		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Huang, T. C.	16be9ff6-8b40-4704-b376-961321700899	5			18	3032681		e1e46522-0e45-44d3-a4c5-dec21d83cd11	PreservedSpecimen		NCU	1962	Heuchera richardsonii	north america	NCU00196884
Iowa		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Carter, Jack L.; Witlake; Thorne, R. F.	8359b8ee-af10-4722-b83b-1b2ced7d3329	6			28	3032681		565e5bda-7b1b-4c2f-807f-929b638925f3	PreservedSpecimen		NCU	1956	Heuchera richardsonii	north america	NCU00196887
Minnesota		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Kukla, L.	07be3bc1-d2f5-4c33-b535-34a7a4b5c698	6			18	3032681		393f9711-bb78-40a6-8eeb-7c0873816f1c	PreservedSpecimen		NCU	1970	Heuchera richardsonii	north america	NCU00196902
Ontario		f292c83d-305c-4b22-97cc-cd9c72e2931e		Butters, F.; et al.	aa8cafb3-d7d2-4bad-9e6c-bfd19fa4ae85	7		Plants	7	3032681		urn:uuid:b42392be-222e-46f5-8cb1-94bcf2f123b3	PreservedSpecimen		MIN	1937	Heuchera richardsonii	north america	538810
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John	a0a7fb98-7cb3-4362-9365-48f48573afa9	5		Plants	5	3032681		urn:uuid:6842d571-500e-4abd-a985-e75e453d47f4	PreservedSpecimen		MIN	1931	Heuchera richardsonii	north america	277512
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Erickson, Lawrence	cf39c95b-1790-4f70-b2c0-0b1ce70c54ae	5		Plants	28	3032681		urn:uuid:901b4fe1-6c5a-482b-9ee1-8788f3bde5d7	PreservedSpecimen		MIN	1915	Heuchera richardsonii	north america	288610
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moyle, J.	2074df05-dbe8-4448-8f7a-b2ddbf229d2c	7		Plants	5	3032681		urn:uuid:d623c225-242f-492c-a9b2-9ae964e26071	PreservedSpecimen		MIN	1933	Heuchera richardsonii	north america	289593
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e	-96.34064	Moore, John; et al.	8d76f8e4-1c27-482d-a413-ad2a80791284	6		Plants	13	3032681	47.49515	urn:uuid:8d46b90c-3e61-42fd-ae6b-c847e2971988	PreservedSpecimen		MIN	1941	Heuchera richardsonii	north america	372868
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John	43c5cc2a-0216-4d1a-a54d-884115ef5e54	6		Plants	29	3032681		urn:uuid:cc8717c7-1b35-436d-b534-d1b8e4408b0f	PreservedSpecimen		MIN	1942	Heuchera richardsonii	north america	381415
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Rosendahl, C.; et al.	bf93c4d0-314f-4d26-a04a-dd566f2afc0f	6		Plants	17	3032681		urn:uuid:544beec0-9b14-4e9d-85f9-c97d554631e4	PreservedSpecimen		MIN	1942	Heuchera richardsonii	north america	381545
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John; Moore, Marjorie	f0c10db6-b64d-4d13-b654-8ff587beb789	7		Plants	29	3032681		urn:uuid:5af1de8e-4257-4693-8b6d-ae9fc3f3bab9	PreservedSpecimen		MIN	1939	Heuchera richardsonii	north america	412283
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Lakela, Olga	3cf41694-c8a5-4e6b-a115-8e8937a06c1d	7		Plants	13	3032681		urn:uuid:50febc83-9b2d-49e5-aaa7-d27255849247	PreservedSpecimen		MIN	1951	Heuchera richardsonii	north america	442809
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Lakela, Olga	0188b6ad-66be-4040-a55c-cbe0c1a7e147	6		Plants	16	3032681		urn:uuid:571dcfde-7aee-4d70-895f-5659d74aab47	PreservedSpecimen		MIN	1952	Heuchera richardsonii	north america	463485
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Lakela, Olga	e77dadee-4c54-4634-9ebb-4927068a6cb2	6		Plants	24	3032681		urn:uuid:91993195-c48a-4594-83ea-0103e924288d	PreservedSpecimen		MIN	1954	Heuchera richardsonii	north america	526766
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John	b75a4a30-e420-434e-9682-dfd1fb4403b3	6		Plants	1	3032681		urn:uuid:732389b4-737b-45aa-b8e4-b13b50671a6c	PreservedSpecimen		MIN	1962	Heuchera richardsonii	north america	585397
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John	e3391389-6430-4960-92e4-a82acffd1b25	6		Plants	23	3032681		urn:uuid:f824e846-e99a-42e9-be68-bb286ef7a50e	PreservedSpecimen		MIN	1971	Heuchera richardsonii	north america	623095
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Ownbey, Gerald	cfea0304-8e70-4024-833e-eef8b798481d	7		Plants	19	3032681		urn:uuid:8394d4b1-9cca-4423-aae4-c42cfea06b86	PreservedSpecimen		MIN	1977	Heuchera richardsonii	north america	689925
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Roefer, Florence	c3689403-fea1-4db0-852b-d66beb5f66ab	6		Plants	3	3032681		urn:uuid:07077917-886a-48b6-8d33-31a04c4fa4cb	PreservedSpecimen		MIN	1978	Heuchera richardsonii	north america	693923
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Dorio, J.	85c33cea-beba-4720-8908-f8885f4b0f3e	6		Plants	8	3032681		urn:uuid:fb352d53-45d0-4bdf-8743-ff53ff21d0db	PreservedSpecimen		MIN	1977	Heuchera richardsonii	north america	701393
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Converse, C.	daec9a9b-0509-4db8-9ea1-6f2e0dfba018	6		Plants	7	3032681		urn:uuid:75711996-bb07-4406-ab63-f5cb832a1c10	PreservedSpecimen		MIN	1982	Heuchera richardsonii	north america	740089
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Monson, Paul	24eb8016-b5c9-4093-b767-2f503fd15be1	6		Plants	14	3032681		urn:uuid:5aed6f2c-cc85-4bf7-9350-8defdb7156b3	PreservedSpecimen		MIN	1983	Heuchera richardsonii	north america	774295
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Monson, Paul	9e8edbed-4ef6-4188-95c8-97c9ab25fa7a	6		Plants	18	3032681		urn:uuid:0893ecca-3be3-4af6-8ea4-fc009a0074ef	PreservedSpecimen		MIN	1983	Heuchera richardsonii	north america	774296
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e	-92.8813889	Smith, Welby	53e3e21c-5faf-49d4-8b11-ea7c07b7a2a8	6		Plants	3	3032681	43.5469444	urn:uuid:98c42d1c-9f41-4b4c-bab9-f305556b3acb	PreservedSpecimen		MIN	1986	Heuchera richardsonii	north america	804662
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Bender, J.	0d732132-2c70-439c-ade4-35f8504eb610	6		Plants	5	3032681		urn:uuid:a9056b7b-87a4-47b6-a7d9-2b57c429117a	PreservedSpecimen		MIN	1986	Heuchera richardsonii	north america	816231
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moyle, J.; et al.	2b319f25-51f7-4f2b-bd6f-be8a3f0b28e3	6		Plants	29	3032681		urn:uuid:6ce617ac-5b68-4752-a977-c868ef066ed6	PreservedSpecimen		MIN	1941	Heuchera richardsonii	north america	832315
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Wheeler, Gerald	4c34ebea-58fe-4a69-98f3-e68b9047f558	6		Plants	6	3032681		urn:uuid:f42fedf6-fa13-434e-a6ca-c2c5df15f2e4	PreservedSpecimen		MIN	1997	Heuchera richardsonii	north america	482286
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e	-96.5702778	Smith, Welby	a1bb5c0d-26b3-4d17-87be-206b1d484f20	5		Plants	20	3032681	48.3602778	urn:uuid:f3a48a3e-2efb-4dc3-a4aa-760bb6ce0ae9	PreservedSpecimen		MIN	1992	Heuchera richardsonii	north america	921473
Indiana				Ray C. Friesner	cd2aa7c3-8d03-402c-b449-bd879352155f	06	prairie alumroot; richardson's alumroot	Herb	14	3032681		EF489ABB-A3FD-441F-8708-D2A5703F9357	PreservedSpecimen	urn:lsid:biocol.org:col:15725	BUT	1947	Heuchera richardsonii R. Br.	north america	79835
Illinois		Botany	-87.9667	H. C. Skeels	df6069f0-2be8-488e-bb95-ce3d3a33cdbf	6		Botany	9	3032681	41.4333	70f3855a-c219-4df1-98be-7255bb843785	PreservedSpecimen	F	F	1904	Heuchera richardsonii R. Br.	North America	V0018264F
Missouri	US	http://biocol.org/urn:lsid:biocol.org:col:15859	-90.8166700	Scott Woodbury	c457a53f-eff6-4163-9a28-440fd5c022a1	5		MO	5	3032681	38.4897200	urn:catalog:MO:Tropicos:930455	PreservedSpecimen		MO	1994	Heuchera richardsonii R. Br.	North America	930455
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Fields, Douglas	3060794e-d572-413f-9611-56838e889890	6			13	3032681		4ba88b14-33c8-48cd-abcc-7db631803865	PreservedSpecimen		WIS	1994	Heuchera richardsonii	north america	v0125572WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Wislinsky, Betty	51866978-b91b-43cc-a1ef-be39cc833552	7			11	3032681		8517a46e-91e3-41ac-89d3-1479d75743b1	PreservedSpecimen		WIS	1959	Heuchera richardsonii	north america	v0163079WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Dennis, J.; Liesner, Ronald	db52022e-5af4-4cd3-ad47-339c9e031053	9			11	3032681		7b260ba3-7756-4585-b9ae-fcbabac3f17a	PreservedSpecimen		WIS	1966	Heuchera richardsonii	north america	v0163080WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh; Curtis, John; Greene, H.	fb753e34-7fe6-4450-bd76-18299ccb204c	7			21	3032681		89a45799-64bd-4dda-bdb3-15417b2ad88a	PreservedSpecimen		WIS	1955	Heuchera richardsonii	north america	v0163085WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh	6bc83797-9043-49ca-912b-b1cdc8799f80	8			7	3032681		eb2ebf6c-7d21-4184-aebc-ac49430eb70c	PreservedSpecimen		WIS	1959	Heuchera richardsonii	north america	v0163103WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Ream, Robert; Stanislawski, R.	a2f1d6b3-392d-4214-bcdc-1c1935a4cd1c	5			30	3032681		2cbffbba-21ee-4e56-b506-aa121108d81e	PreservedSpecimen		WIS	1957	Heuchera richardsonii	north america	v0163128WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Goessl, Chas.	c89e5156-fca3-4147-b99e-7fade8510508	6			14	3032681		7a70f900-c3ab-4dda-a2f2-2f25098cd43c	PreservedSpecimen		WIS	1909	Heuchera richardsonii	north america	v0163140WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Gates, J.	6c30fa22-20dc-42b3-af4f-7cddde6cd11d	6			3	3032681		912172dc-ad43-4633-ba66-d5ae0f3a08d7	PreservedSpecimen		WIS	1958	Heuchera richardsonii	north america	v0163147WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Heddle, J.	31332620-29f0-4014-bc03-1c22b45aba9a	6			19	3032681		b5768874-a385-4eb6-aaf4-d0336507079f	PreservedSpecimen		WIS	1916	Heuchera richardsonii	north america	v0163160WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Hansen, H.	7ea54871-46f5-4845-8f5d-d6f8e320bcce	6			23	3032681		c710f849-c6ec-4abb-a718-20ddef3686da	PreservedSpecimen		WIS	1929	Heuchera richardsonii	north america	v0163184WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Seymour, A.	1711fafa-5259-4dea-89fe-f4dd66bb9f29	5			29	3032681		6a802a1e-109a-4d11-b471-a71c6877f745	PreservedSpecimen		WIS	1886	Heuchera richardsonii	north america	v0163203WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh	1c487850-2bfe-4e73-af13-f287d3da382b	5			31	3032681		07faa5ff-e8b8-48e0-a9aa-1171407b430e	PreservedSpecimen		WIS	1960	Heuchera richardsonii	north america	v0163211WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Zimmerman, J.	a04c5330-ef58-41ec-a550-cc9d460b2f76	6			6	3032681		cc2a16b9-2ce4-431d-895b-69ec4910757e	PreservedSpecimen		WIS	1946	Heuchera richardsonii	north america	v0163214WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Etter, P.; Massey, J.; Sauey, R.	510f3e19-7575-4514-9b61-4cfde1cfd14c	5			25	3032681		1d5bb02e-ece7-464f-80f4-58aa2b180a40	PreservedSpecimen		WIS	1970	Heuchera richardsonii	north america	v0163225WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Gates, John	73805880-6ca9-4698-bd1a-ca81c7e1c89c	6			1	3032681		94f50476-cb90-4968-b39b-713a0b28b7e0	PreservedSpecimen		WIS	1965	Heuchera richardsonii	north america	v0163229WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Goff, F.	5b346ebd-da6e-4f7a-850f-4edc2c68a53d	5			25	3032681		fb9509ac-2a51-45ab-a871-30c220a6a7c4	PreservedSpecimen		WIS	1963	Heuchera richardsonii	north america	v0163234WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Erickson, Karyn; Johnson, B.	c1ae611c-3043-4ee9-bd2c-ca77be8dc2eb	5			27	3032681		c18b3881-bf1c-433a-9c48-8c40ea144dd0	PreservedSpecimen		WIS	1960	Heuchera richardsonii	north america	v0163237WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Ballering, Mark	a3b526aa-177a-4eab-8c63-fe0b2b68f049	6			28	3032681		ca488d1f-394b-490c-9d14-b1668db61c21	PreservedSpecimen		WIS	1974	Heuchera richardsonii	north america	v0163241WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Thomson, John W., Jr.	3b56e965-e99d-4550-b63d-ad944e57cfce	6			19	3032681		b971cc18-d4c6-42dd-ae79-69f19ae580c7	PreservedSpecimen		WIS	1943	Heuchera richardsonii	north america	v0163245WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Carli, A.; Evjue, T.; Nelson, D.	03f20d9c-2e66-4e43-bb0f-e1c026889aa4	6			3	3032681		4f8ac064-d296-4b99-8655-22c6e835bfcb	PreservedSpecimen		WIS	1970	Heuchera richardsonii	north america	v0163276WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Anthony, R.	8005377f-bbac-49a7-b33a-2a1da73311c8	5			16	3032681		e65da50f-7869-4219-abc6-4a08be4c0985	PreservedSpecimen		WIS	1936	Heuchera richardsonii	north america	v0163278WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Schaack, Clark	650396ed-4347-42c7-a6ab-2f9d8dfb4407	5			28	3032681		7fec82af-4002-45e3-a8ce-314503f25219	PreservedSpecimen		WIS	1988	Heuchera richardsonii	north america	v0163284WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Musselman, Lytton	1398ac1c-8396-493b-b4e2-390dd1c5e164	5			27	3032681		5e47cd19-049c-49fc-a691-5fb6cb65d220	PreservedSpecimen		WIS	1968	Heuchera richardsonii	north america	v0163287WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Werner, Bob	55e72394-7578-4483-9baa-9860d3c1eb2d	6			8	3032681		b2dd8bed-d4d0-49c4-8407-792868d455f0	PreservedSpecimen		WIS	1973	Heuchera richardsonii	north america	v0163288WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh	3811eb75-31dd-4364-8795-cf1f6517198b	7			4	3032681		1c332fc4-f322-454d-bd87-118b8fbbcf0f	PreservedSpecimen		WIS	1964	Heuchera richardsonii	north america	v0163319WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis, Hugh; Neess, John	d03393fd-f454-4cd6-b8d8-7ab667ec6f6a	6			25	3032681		bd551a92-a1cb-4175-9a84-318cf3787624	PreservedSpecimen		WIS	1957	Heuchera richardsonii	north america	v0163322WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Zirbel, Victoria	895c57b6-e4c6-45d9-a9d5-feb76460b2ab	5			28	3032681		3ac40ef5-f120-4b0e-83f2-71f702ca99d5	PreservedSpecimen		WIS	1987	Heuchera richardsonii	north america	v0163329WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Cochrane, Theodore; Santana M., Francisco	a34afe20-1f0b-489d-8588-0edeb2714c87	7			7	3032681		7b18f9d0-4e8c-41b6-aea9-86ad3076ecd6	PreservedSpecimen		WIS	1990	Heuchera richardsonii	north america	v0163337WIS
Wisconsin		b20b8d91-3255-4926-93e6-af9c6ad60faf		Thomson, John W., Jr.	716194a1-825e-4e2f-9ef9-e03ddb7d2f45	6			14	3032681		057df513-c5f5-4415-a304-5b76189c5ef1	PreservedSpecimen		WIS	1936	Heuchera richardsonii	north america	v0163339WIS
Nebraska		b01784c6-c5d7-11e4-b6af-00163e00498d	-99.96642	Loy R. Phillippe, Sandy Benson, Mary Ann Feist, Paul B. Marcum, James R. Payne, and Gerry Steinauer	70ff215b-7849-465b-a23b-e3f174f0f64c	6			14	3032681	42.76785	9976b9b8-0236-4b61-8407-c2a2418b4ba2	PreservedSpecimen		ILLS	2009	Heuchera richardsonii	north america	
Illinois		5f887025-5ee0-453e-b25b-360c1f5e870a		Henry, Ron D.	6ba3f209-08eb-49b1-8cd1-92c513a42455	5			30	3032681		66a8a087-c995-4294-9636-499c70505bf8	PreservedSpecimen		MWI	1968	Heuchera richardsonii	north america	MWI00046785
Indiana		28be2df2-5062-4277-a5d8-fdd890b9b10b		P. A. Orpurt	620d7b1c-f168-4daa-8e46-d631a5cdf802	5			27	3032681		4d8b5c87-73fd-479d-805a-c5467c49fd0e	PreservedSpecimen		IND	1985	Heuchera richardsonii	north america	IND-0046537
Minnesota		28be2df2-5062-4277-a5d8-fdd890b9b10b		Z. L. Chandonnet	46bf9d6e-6963-4810-97a0-f5099933982a	6			7	3032681		82146586-8c53-4b78-a41e-752973e55022	PreservedSpecimen		IND	1912	Heuchera richardsonii	north america	IND-0046560
Iowa		a3883acd-bc7d-40f2-a6e4-372a3435e5d1		Burgess, R.	5a1dad32-b50a-43a3-a368-7c66922251a9	0			0	3032681		AF7F16BC-1DB7-470D-8421-4CBD374CACD7	PreservedSpecimen		CM	1877	Heuchera richardsonii var. hispidior	north america	CM471055
Minnesota		65888b1e-0a64-4307-95a2-7bfbdb917590	-91.9374722	Timothy J. S. Whitfeld, Michael D. Lee	bdf414f5-0099-43e5-93db-cd910ad10b02	7		BRU	28	3032681	48.1521389	7878d5ee-3931-42b2-88e8-9d8104c83ed6	PreservedSpecimen		Brown	2016	Heuchera richardsonii	north america	PBRU00058264
Wisconsin		http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261		Museum Expedition	69e8af35-e4ca-4c17-b8eb-3f068583ffe8	7		MIL	17	3032681		353b4ef9-10cc-423a-befa-288537743147	PreservedSpecimen	http://grbio.org/cool/7hds-psx6	MPM	1909	Heuchera richardsonii	North America	B21039
Wisconsin		http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261		Museum Expedition	af917321-5b60-4f90-8f66-485cd52dce57	7		MIL	6	3032681		82dc91e2-1991-4474-af1b-f29459e93d1d	PreservedSpecimen	http://grbio.org/cool/7hds-psx6	MPM	1909	Heuchera richardsonii	North America	B20731
Illinois		Botany	-87.650052	F. C. Gates	08b51e93-0b49-48e0-8bb9-b90d50e362fc	6		Botany		3032681	41.850033	2697b7c8-9dea-4c62-8565-702488ef8d81	PreservedSpecimen	F	F	1905	Heuchera richardsonii R. Br.	North America	V0018286F
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e	-92.49834	Ainslie, G.	0ab38280-5c0d-4ad5-a73f-bb0d918797c5	6		Plants	19	3032681	43.97834	urn:uuid:a5eb9c6a-dc95-41ca-99b1-58e7dacf4df5	PreservedSpecimen		MIN	1902	Heuchera richardsonii	north america	122878
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Arthur, J.; et al.	8bb0c6c2-8da0-4bf2-a627-5d5d77bd5626	7		Plants	26	3032681		urn:uuid:8afc0d4f-cba2-4b77-8be6-126ac1c91eda	PreservedSpecimen		MIN	1886	Heuchera richardsonii	north america	122885
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Manning, Sara	8a59191e-2320-4fa3-95f5-7416d52f4948	6		Plants	19	3032681		urn:uuid:f1fa9a55-cfca-4dd4-9bfe-c81d27fbe9fb	PreservedSpecimen		MIN	1883	Heuchera richardsonii	north america	122893
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Rosendahl, C.; Butters, F.	0c262d8e-5fd0-4445-9ed6-d787711bc720	5		Plants	31	3032681		urn:uuid:529b29f7-af83-41b4-ad80-2d9bd3001f70	PreservedSpecimen		MIN	1922	Heuchera richardsonii	north america	262245
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Svedal, S.	8f862cb0-bfb5-41c4-90d8-fd2a9e47eec7	6		Plants	6	3032681		urn:uuid:e8ac242f-712d-463b-81b3-c14e5e734932	PreservedSpecimen		MIN	1918	Heuchera richardsonii	north america	271199
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Rosendahl, C.; Butters, F.	ccbd5b87-6163-45f6-b24c-63c01907b360	5		Plants	31	3032681		urn:uuid:55ab52f1-a49d-4bb5-ade0-a613502127b9	PreservedSpecimen		MIN	1922	Heuchera richardsonii	north america	273192
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Rosendahl, C.; Butters, F.	94f1a5e7-959a-4fa6-88a5-7a16b389bda0	6		Plants	1	3032681		urn:uuid:3d1c59d5-4bb3-4e3c-9baf-b6740feed582	PreservedSpecimen		MIN	1922	Heuchera richardsonii	north america	287980
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Swanson, Gustav	f402012e-26e6-4784-bd62-cc9de23dc12c	6		Plants	20	3032681		urn:uuid:b199e492-cba0-4ff6-a4d1-14c230beab72	PreservedSpecimen		MIN	1933	Heuchera richardsonii	north america	287989
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Rosendahl, C.; Moyle, J.	d7825456-0ed8-4678-99c2-7b9ce5010c15	7		Plants	18	3032681		urn:uuid:8137cde7-5b08-4ba3-aa64-5c31c1ee2578	PreservedSpecimen		MIN	1936	Heuchera richardsonii	north america	337888
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moyle, J.	7916eabf-ae5e-4a62-ac99-aaec2b22d5cc	7		Plants	14	3032681		urn:uuid:caad453a-13ea-4e10-ad8f-5e383ef401d4	PreservedSpecimen		MIN	1934	Heuchera richardsonii	north america	353382
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moyle, J.	ac97f25a-6853-4673-8513-ae6b32b1aadf	7		Plants	18	3032681		urn:uuid:29a946a3-3f2d-40ce-9009-5204c5f92d66	PreservedSpecimen		MIN	1934	Heuchera richardsonii	north america	354585
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Butters, F.; Moyle, J.	2a5dbf91-c842-4622-aebb-e3848a3303c7	9		Plants	5	3032681		urn:uuid:e99481be-bacd-4ca9-9993-5866f0532a4f	PreservedSpecimen		MIN	1938	Heuchera richardsonii	north america	359752
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Lakela, Olga	5b70ab77-e098-41ec-958b-643133ff8b33	8		Plants	3	3032681		urn:uuid:3eef315f-dee4-4f64-bcc5-f69dd542be0c	PreservedSpecimen		MIN	1940	Heuchera richardsonii	north america	362263
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John; et al.	e32508b1-fc3c-4893-887b-e8549b9b7c85	7		Plants	8	3032681		urn:uuid:f008a236-036a-40e3-803c-906c07dacb0f	PreservedSpecimen		MIN	1941	Heuchera richardsonii	north america	371480
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John; et al.	b50b12d0-df2a-4cd3-904f-80338bd4e557	7		Plants	6	3032681		urn:uuid:d0ecca55-7889-4cce-81db-789284a853f5	PreservedSpecimen		MIN	1941	Heuchera richardsonii	north america	371949
Minnesota		f292c83d-305c-4b22-97cc-cd9c72e2931e		Moore, John; et al.	1488183d-0451-49c2-a392-96bb14fa405f	6		Plants	15	3032681		urn:uuid:0d515154-0f48-43e1-a0b9-7da1748514d6	PreservedSpecimen		MIN	1941	Heuchera richardsonii	north america	372441
